Job Title,Company Name,Language and Tools,City,Province,Type of Work,Seniority
ECON 24R - Economic Analyst,BC Public Service,"Power Bi, Tableau, R",Victoria,BC,In Person,Not Applicable
Pricing Analyst,Pratts Food Service Alberta,"Power Bi, Tableau, Excel, Sql",Rocky View County,AB,In Person,Not Applicable
Senior Technical Business Analyst,Canadian Cancer Society,Excel,Ottawa,ON,In Person,Senior
Senior Technical Business Analyst,Canadian Cancer Society,Excel,Toronto,ON,In Person,Senior
"Sr. Analyst, Omni Channel",Loblaw Companies Limited,"Bigquery, Tableau, Power BI, Sql, Excel, Sas, Google Cloud Platform, Python, Looker, R",Brampton,ON,In Person,Not Applicable
Senior Technical Business Analyst,Canadian Cancer Society,Excel,Halifax,NS,In Person,Senior
Senior Procurement Analyst,Scotiabank,Unknown,Toronto,ON,In Person,Senior
"Senior Business Analyst, IT Business Solutions [OneIT]",WSP,"Gap, Fabric, Power Platform, Excel",Montreal,QC,In Person,Senior
Senior Technical Business Analyst,Canadian Cancer Society,Excel,Calgary,AB,In Person,Senior
Senior Actuarial Analyst -,Allstate,"C#, Python",Remote in Markham,Remote,Hybrid,Senior
Senior Technical Business Analyst,Canadian Cancer Society,Excel,Vancouver,BC,In Person,Senior
Information Analyst - Data Quality,eHealth Saskatchewan,"Power Bi, Sql, Database",Regina,SK,In Person,Not Applicable
Data Analyst,Sri Technosoft Solutions,"Power Bi, Tableau, Python, Sql",Edmonton,AB,In Person,Not Applicable
Senior Technical Business Analyst,Canadian Cancer Society,Excel,Victoria,BC,In Person,Senior
Data Analyst,Sri Technosoft Solutions,"Power Bi, Tableau, Python, Sql",Edmonton,AB,In Person,Not Applicable
"Analyst, Data valorization",Desjardins,Database,Montreal,QC,In Person,Not Applicable
business data analyst,Tecqify Solutions Inc,Unknown,Abbotsford,BC,In Person,Not Applicable
Business Analyst,BMO Financial Group,Sql,Toronto,ON,In Person,Not Applicable
"DATA QUALITY ANALYST, TFT",Niagara Health System,Crystal,St. Catharines,ON,In Person,Not Applicable
Analyst Technology Strategy,Sobeys,Unknown,Mississauga,ON,In Person,Not Applicable
database analyst,AG IT Consulting,"Database, Database",Concord,ON,In Person,Not Applicable
"Lead, Manufacturing Analyst",Vista,"Tableau, Sql, Excel, Snowflake, Vba, Looker, R",Lakeshore,ON,In Person,Not Applicable
"Analyst II, Backbook Risk",Affirm,"Machine Learning, Python, Sql",Remote in Toronto,Remote,Hybrid,Not Applicable
"Policy, Planning and Research Analyst",Eastern Health Canada,Database,Remote,Remote,Remote,Not Applicable
Business Analyst,Tekshapers Inc,"Sql, Aws, Hadoop, Database",Toronto,ON,In Person,Not Applicable
Operations Technical Analyst,"Raymond James Financial, Inc.","Power BI, Sql, Excel, Power BI, Vba",Vancouver,BC,In Person,Not Applicable
Business Intelligence Developer,Buckland,"Ssis, Sql, Ssrs, Power Bi, SQL, Git, Python, R",St. Thomas,ON,In Person,Not Applicable
"Business Analyst Student, Fleet Services (12 months) - Fall 2024",Canadian Tire Corporation,Excel,Mississauga,ON,In Person,Not Applicable
Supply Chain Analyst,Growers First,Excel,York,ON,In Person,Not Applicable
Systems Analyst,St. Paul Education,Database,St. Paul,AB,In Person,Not Applicable
Senior Technology Risk Analyst,Mastercard,Unknown,Toronto,ON,In Person,Senior
Marketing Analyst,"NRI Industrial Sales, LLC.",Unknown,Mississauga,ON,In Person,Not Applicable
Continuous Improvement Analyst - (12 Month Term Certain),Agriculture Financial Services Corporation,Gap,Lacombe,AB,In Person,Not Applicable
Senior Analyst,Canadian Institute for Health Information,"Python, Vue, Excel, Sas, R",Ottawa,ON,In Person,Senior
Senior Information Analyst,University of Toronto,"Python, Tableau, Sql, Machine Learning, Power BI, Sas, Azure, Power Bi, R",Toronto,ON,In Person,Senior
Analyst - Accounts Payable,Kinross Gold Corporation,Excel,Toronto,ON,In Person,Not Applicable
"Data Analyst II (Temporary Ã¢â‚¬â€œ 6 months) - (Google Analytics, Adobe Analytics)",Intact,"Machine Learning, Sql, Excel, Power Bi, Power BI, Snowflake, Python",Montreal,QC,In Person,Not Applicable
Supply Chain Analyst,Sonora Foods Ltd,Excel,Brampton,ON,In Person,Not Applicable
Oracle ERP Data Analyst Ã¢â‚¬â€œ Reconciliation Specialist,AstraNorth,"Sql, Excel, Python, R, Tableau, Power Bi",Brampton,ON,In Person,Not Applicable
"Analyst, Discretionary Reconciliation & Systems",Wellington-Altus Private Wealth Inc.,Excel,Winnipeg,MB,In Person,Not Applicable
"Senior Analyst, Primary Health Care Strategy and Data Advancement",Canadian Institute for Health Information,"Sas, Python, R, Machine Learning, C",Toronto,ON,In Person,Senior
Marketing Data Analyst/Analyste des donnÃƒÂ©es Marketing,Playground,"Sql, Database, Tableau, Excel, Python, R",Kahnawake,QC,In Person,Not Applicable
Inside Sales Rep & Junior Business Analyst,Amsterdam Brewery,Unknown,Toronto,ON,In Person,Junior
CFD Analyst,Enerkem Inc.,"C#, Python",Sherbrooke,QC,In Person,Not Applicable
"Senior Analyst, Operations, Controls and Governance",Manulife,Unknown,Montreal,QC,In Person,Senior
Data Insights Analyst,BAM Strategy,"Tableau, Sql, Excel, Power Bi, Power BI, Sas, Python, Looker, Database, Spss",Remote,Remote,Remote,Not Applicable
Sr Securities Data Analyst,Royal Bank of Canada,"Sql, Visual Basic, Machine Learning, Big Data, Excel, Python, Vba, R",Bedford,NS,In Person,Not Applicable
Client Analyst- Surgical Instruments,Clarivate,"Python, Sql",Toronto,ON,In Person,Not Applicable
"Senior Business Analyst, Scheduling (10-month contract)",The Salvation Army Canada and Bermuda,Azure,Remote in Toronto,Remote,Hybrid,Senior
Business Analyst,ASEBP,"Sql, Power Bi, Excel",Edmonton,AB,In Person,Not Applicable
database analyst,ABOMIS INNOVATIONS INC.,"Sql, Database, Database, C#, Python",Vancouver,BC,In Person,Not Applicable
"Business Systems Analyst, Liquidity Risk",Scotiabank,"Big Data, Sql, Confluence, Gap, Python, Jira",Toronto,ON,In Person,Not Applicable
EDP (electronic data processing) systems analyst,STAR CHOICE FINANCIAL GROUP INC.,"Database, Python, Sql, Mysql",North York,ON,In Person,Not Applicable
database analyst,Avari Wireless Corporation,Database,Burnaby,BC,In Person,Not Applicable
"Consultant, Senior Business Analyst",Alimentiv,"Azure, Gap, Power Bi, Aws",Remote,Remote,Remote,Senior
Research Analyst,Ballad Consulting Group,"Tableau, Excel",Edmonton,AB,In Person,Not Applicable
"Consultant, Senior Business Analyst",Alimentiv,"Azure, Gap, Power Bi, Aws",Remote,Remote,Remote,Senior
"Consultant, Senior Business Analyst",Alimentiv,"Azure, Gap, Power Bi, Aws",Remote,Remote,Remote,Senior
Measurement Services Business Analyst,FortisBC,"C#, Sas",Penticton,BC,In Person,Not Applicable
"Consultant, Senior Business Analyst",Alimentiv,"Azure, Gap, Power Bi, Aws",Remote,Remote,Remote,Senior
"Consultant, Senior Business Analyst",Alimentiv,"Azure, Gap, Power Bi, Aws",Remote,Remote,Remote,Senior
"Consultant, Senior Business Analyst",Alimentiv,"Azure, Gap, Power Bi, Aws",Remote,Remote,Remote,Senior
"Analyst, Valuation Advisory",Altus Group,"Excel, Database",Halifax,NS,In Person,Not Applicable
"Consultant, Senior Business Analyst",Alimentiv,"Azure, Gap, Power Bi, Aws",Remote,Remote,Remote,Senior
Business Analyst Specialist- Fixed Income Application Support,Scotiabank,"Sql, Confluence, Excel, Jira, Factor",Toronto,ON,In Person,Not Applicable
"Consultant, Senior Business Analyst",Alimentiv,"Azure, Gap, Power Bi, Aws",Remote,Remote,Remote,Senior
"Consultant, Senior Business Analyst",Alimentiv,"Azure, Gap, Power Bi, Aws",Remote,Remote,Remote,Senior
Senior Reinsurance Analyst,RGA,"Excel, Sql",Toronto,ON,In Person,Senior
Accounting Research Analyst,City of Calgary,Excel,Calgary,AB,In Person,Not Applicable
Procurement Analyst,Mckeil Marine Limited,"Gap, Excel",Burlington,ON,In Person,Not Applicable
Investment Appraisal & Portfolio Management Analyst,Cenovus Energy,Excel,Calgary,AB,In Person,Not Applicable
"Consultant, Senior Business Analyst",Alimentiv,"Azure, Gap, Power Bi, Aws",Remote,Remote,Remote,Senior
business process analyst,Global Variable Inc.,"Database, Jira",Hamilton,ON,In Person,Not Applicable
"Analyst, Supply Chain Replenishment",Loblaw Companies Limited,Excel,Brampton,ON,In Person,Not Applicable
business process analyst,Global Variable Inc.,"Database, Jira",Hamilton,ON,In Person,Not Applicable
Estimator/Procurement Analyst,Biiibo Inc.,"Excel, Database",Concord,ON,In Person,Not Applicable
Technical Solutions Analyst,PCL Construction,"Sql, Power Bi, Gap, Power Bi, Database",Edmonton,AB,In Person,Not Applicable
Sr. Analyst Compensation,Vancouver City Savings Credit Union,Excel,Vancouver,BC,In Person,Not Applicable
Senior Database Analyst - PostgreSQL Cloud DBA - Hybrid,Royal Bank of Canada,"Database, Database, Postgresql, Azure, Aws, Github, Mysql, Sql, Mysql, SQL, Mariadb",Toronto,ON,In Person,Senior
Career Re-Entry - Operations Training Reporting Analyst V,Enbridge,"Power Bi, Power Bi, Sql",Edmonton,AB,In Person,Not Applicable
Senior Data Analyst,Queen's University,"Sas, Power Bi, Sql, Power BI",Kingston,ON,In Person,Senior
Senior Data Analyst,Queen's University,Unknown,Kingston,ON,In Person,Senior
Bilingual Servicing Analyst,BMO Financial Group,Unknown,Montreal,QC,In Person,Not Applicable
Data Insight and Reporting Analyst,HomeEquity Bank,"Excel, Sql",Toronto,ON,In Person,Not Applicable
Data Analyst,Shivansh Outsourcing,"Power Bi, Excel, Sql",Toronto,ON,In Person,Not Applicable
Data Analyst with Python and ETL,Scotiabank,"Java, Python, Sql, Elasticsearch, Apache Kafka, Jupyter",Toronto,ON,In Person,Not Applicable
Crime Analyst,York Regional Police,Database,Aurora,ON,In Person,Not Applicable
Reporting and Business Intelligence Analyst,Radiant Canada,"Sql, Ssis, Ssrs, Power Bi, Database, Tableau, Excel, Python",Mississauga,ON,In Person,Not Applicable
Data analyst intern,American Iron and Metal,"Excel, Database",Montreal,QC,In Person,Not Applicable
Policy Analyst,Bayshore HealthCare,Excel,Mississauga,ON,In Person,Not Applicable
Data Analyst ERP Project (3 Years Contract),Sobeys,Unknown,Stellarton,NS,In Person,Not Applicable
Technical Platform Analyst Ã¢â‚¬â€œ Data Visualization,Canadian Tire Corporation,"Power Bi, Tableau, Azure, Sql",Toronto,ON,In Person,Not Applicable
Senior Quantitative Equity Analyst Ã¢â‚¬â€œ Alternative Data,"Connor, Clark & Lunn Financial Group",Excel,Vancouver,BC,In Person,Senior
Senior Data Solution Analyst,Sobeys,Unknown,Mississauga,ON,In Person,Senior
business data analyst,Siga Home Comfort Inc.,Unknown,North York,ON,In Person,Not Applicable
Business Analyst,T&T Supermarket,Excel,Markham,ON,In Person,Not Applicable
Senior Information Analyst,University of Toronto,"Tableau, Sql, R, Sas, Azure, Power Bi, Stata, Spss",Toronto,ON,In Person,Senior
Senior Fraud Data Analyst,Intact,"Sas, Power Bi, Python, Excel, Sql, Vba",Toronto,ON,In Person,Senior
data analyst - informatics and systems,Alberta Cash Register POS Systems Inc,Database,Calgary,AB,In Person,Not Applicable
Business Analyst,City of Calgary,Unknown,Calgary,AB,In Person,Not Applicable
"Analyst, Data Integrity and Key Controls",Royal Bank of Canada,"Database, Jira",Halifax,NS,In Person,Not Applicable
"Senior Analyst, Meter Data",DM Lyons Consulting,Excel,Toronto,ON,In Person,Senior
Marketing Database Analyst,CAA Club Group,"Sas, Sql, Power Bi, Database, Database, Tableau",Thornhill,ON,In Person,Not Applicable
database analyst,Burnaby Digital Media Inc,Database,Regina,SK,In Person,Not Applicable
information technology (IT) data analyst,Six side Logistics,Database,Mississauga,ON,In Person,Not Applicable
business data analyst,tomato e-commerce Inc,"Database, Sql",Scarborough,ON,In Person,Not Applicable
Policy Analyst,"Ministry of Agriculture, Food and Agribusiness",Unknown,Guelph,ON,In Person,Not Applicable
"Analyst, Technology Investment Portfolio",BMO Financial Group,Excel,Toronto,ON,In Person,Not Applicable
Compensation Analyst,Longtrepreneur,Unknown,Remote,Remote,Remote,Not Applicable
Infrastructure Data Analyst,City of Markham,"Database, Excel",Markham,ON,In Person,Not Applicable
Senior Fraud Data Analyst,Intact,"Sas, Power Bi, Python, Excel, Sql, Vba",Montreal,QC,In Person,Senior
Business Analyst,Equisoft,Jira,Quebec City,QC,In Person,Not Applicable
Media Analyst,Babylist,"Excel, Sql",Remote,Remote,Remote,Not Applicable
Project Coordinator and Business Analyst,Royal Bank of Canada,"Excel, Excel",Bedford,NS,In Person,Not Applicable
database analyst,Purple Maple Inc.,Database,Calgary,AB,In Person,Not Applicable
Deal Desk and Channel Analyst,Absolute Software,Excel,Remote,Remote,Remote,Not Applicable
Career Re-Entry Analyst TIS Cybersecurity,Enbridge,"Tableau, Power BI",Calgary,AB,In Person,Not Applicable
Sr. Data Analyst,GalaxE.Solutions,"Machine Learning, Sql, Big Data, Databricks, Java, Hadoop, Python",Toronto,ON,In Person,Not Applicable
"Senior Analyst, Intermodal Systems and Processes",Canadian National Railway,"Power Bi, Tableau, Machine Learning",Brampton,ON,In Person,Senior
Career Re-Entry Analyst TIS Cybersecurity,Enbridge,"Tableau, Power BI",Calgary,AB,In Person,Not Applicable
Sr. Data Analyst,GalaxE.Solutions,"Machine Learning, Sql, Big Data, Databricks, Java, Hadoop, Python",Toronto,ON,In Person,Not Applicable
artificial intelligence (AI) analyst,JAAJ Consultancy Services Inc.,"Machine Learning, Sql, Matlab, Scala, Excel, Java, Big Data, Hadoop, Python, R",Milton,ON,In Person,Not Applicable
"Analyst II, Expansion Credit",Affirm,"Python, Machine Learning, Sql",Remote,Remote,Remote,Not Applicable
Procurement Data Analyst,Mitsubishi Electric Sales Canada Inc.,"Power Bi, Excel",Markham,ON,In Person,Not Applicable
database analyst,ED Tech Network Solutions Ltd.,Database,Surrey,BC,In Person,Not Applicable
IT Business Analyst,Roots,Unknown,Toronto,ON,In Person,Not Applicable
Business Intelligence Engineer North America,Bayer,"Azure, Tableau, Power Platform, Aws, Sql, SQL, Alteryx, Talend, Google Bigquery, Python",Calgary,AB,In Person,Not Applicable
Pricing Analyst,Alliance Door Products,Excel,Winnipeg,MB,In Person,Not Applicable
"Dental Investigative Analyst, Fraud Risk Management",Sun Life,"Tableau, Html, Excel",Toronto,ON,In Person,Not Applicable
Business Systems Analyst,Accenture,"Jira, Excel, Database, Confluence",Toronto,ON,In Person,Not Applicable
"Analyst, Data management - Trans-Canada Capital",Air Canada,"C#, Sql, Eagle",Montreal,QC,In Person,Not Applicable
Business Analyst,Infosys,"Tableau, Power BI, Sql, Excel, Jira",Markham,ON,In Person,Not Applicable
database analyst,INNTECH FUTURE INC.,"Database, Sql, Mysql, Oracle Database, Python, R",Beaumont,AB,In Person,Not Applicable
business data analyst,Altec Global Capital Inc.,"C#, Python, Java",North York,ON,In Person,Not Applicable
Business Analyst,Infosys,"Tableau, Power BI, Sql, Excel, Jira",Markham,ON,In Person,Not Applicable
database analyst,INNTECH FUTURE INC.,"Database, Sql, Mysql, Oracle Database, Python, R",Beaumont,AB,In Person,Not Applicable
Murex Analyst,Tekshapers Inc,"Python, Sql",Mississauga,ON,In Person,Not Applicable
Intermediate Analyst,WestJet,"Miro, Azure, Powershell",Remote,Remote,Remote,Mid
Systems Analyst,WA Health,"Excel, Sql",Hamilton,ON,In Person,Not Applicable
Business Analyst,University of Alberta,Unknown,Edmonton,AB,In Person,Not Applicable
Business Analyst ll,Portage Mutual Insurance,"Sql, Jira",Portage la Prairie,MB,In Person,Not Applicable
Data Analyst,Birchwood,"Database, Tableau, Mysql, Excel, SQL, Power Bi, Postgresql",Winnipeg,MB,In Person,Not Applicable
Performance Media Analyst,Dentsu Media,Excel,Toronto,ON,In Person,Not Applicable
Senior Business Insights Analyst,TD Bank,"Tableau, Machine Learning, Sql, Big Data, Excel, Bitbucket, Azure, Hadoop, Python, Jupyter",Toronto,ON,In Person,Senior
database analyst,NRIT Consulting,Database,Calgary,AB,In Person,Not Applicable
database analyst,Rish Consulting,Database,Calgary,AB,In Person,Not Applicable
"Analyst, Data valorization",Desjardins,Database,Montreal,QC,In Person,Not Applicable
Business Systems Analyst,Tenaquip Limitee,"Tableau, Sql, Database",Remote in Senneville,Remote,Hybrid,Not Applicable
Pension Data Integrity Analyst,Financial Services Regulatory Authority of Ontario...,"Database, Excel",Toronto,ON,In Person,Not Applicable
Business Analyst,Cargojet Airways LTD.,"Power Bi, Excel",Mississauga,ON,In Person,Not Applicable
"Analyst, Data Integrity",Allied,"Power Bi, Excel",Toronto,ON,In Person,Not Applicable
"Senior Analyst, Franchise Acceptance Performance",Mastercard,"Power Bi, Tableau, Excel, Sql",Toronto,ON,In Person,Senior
Analyst/Administrative Assistant,Vancouver Coastal Health,"Excel, Database",Vancouver,BC,In Person,Not Applicable
Business Systems Analyst,TransLink,"C#, Azure, Sql",Metro Vancouver Regional District,BC,In Person,Not Applicable
"Analyst, Flight Data",Air Transat,"C#, Excel, Database",Dorval,QC,In Person,Not Applicable
Senior Business Analyst,eHealth Saskatchewan,Database,Remote,Remote,Remote,Senior
geographic information systems (gis) analyst,Corporation of the City of Thunder Bay,Excel,Thunder Bay,ON,In Person,Not Applicable
Business System Analyst - Data Engineer,AstraNorth,Sql,Toronto,ON,In Person,Not Applicable
business data analyst,Edgerise Consulting INC.,Unknown,Kitchener,ON,In Person,Not Applicable
Senior Pricing Model Analyst,Aviva,"C#, Python",Markham,ON,In Person,Senior
Information Technology - Business Intelligence Analyst,Organigram INC,"Power Bi, Tableau, Qlikview, Machine Learning, Sql, Azure, Database",Toronto,ON,In Person,Not Applicable
Business Intelligence Analyst,GLENTEL,"Sql, Power Bi, Power BI, Excel, Python, R",Burnaby,BC,In Person,Not Applicable
Analyst/Administrative Assistant,Vancouver Coastal Health,"Excel, Database",Vancouver,BC,In Person,Not Applicable
"analyst, database",Aarorn Technologies Inc.,"Sql, Database, Mysql, Shell, Java, Python, Javascript, Database",Guelph,ON,In Person,Not Applicable
"analyst, database",Aarorn Technologies Inc.,"Sql, Database, Mysql, Shell, Java, Python, Javascript, Database",Guelph,ON,In Person,Not Applicable
Business Intelligence Analyst,GLENTEL,"Sql, Power Bi, Power BI, Excel, Python, R",Burnaby,BC,In Person,Not Applicable
